,date,time,call_id,agent_id,answer_time_minute,answer_time_second,talk_time_minute,talk_time_second,escalation,abandoned_num,abandoned,csat,csat_value
2,7/25/2022,5:35 PM,4577,210,5,13,56,28,FALSE,0,FALSE,FALSE,
2,7/25/2022,5:43 PM,2573,213,6,9,59,45,TRUE,0,FALSE,FALSE,
2,7/25/2022,12:41 PM,2572,214,7,45,50,39,TRUE,0,FALSE,FALSE,
2,7/25/2022,7:44 AM,2569,211,8,33,55,23,FALSE,0,FALSE,FALSE,
2,8/1/2022,4:03 PM,2613,210,1,34,36,2,FALSE,0,FALSE,TRUE,2
2,8/1/2022,10:58 AM,4616,210,1,31,41,56,FALSE,0,FALSE,TRUE,0
2,8/1/2022,11:46 AM,4617,214,1,12,17,46,FALSE,0,FALSE,FALSE,
2,8/1/2022,4:05 PM,4620,210,1,58,16,10,FALSE,0,FALSE,TRUE,0
2,8/1/2022,4:45 PM,2609,212,2,39,53,55,FALSE,0,FALSE,TRUE,5
2,8/1/2022,8:29 AM,4615,213,2,27,24,57,FALSE,0,FALSE,TRUE,0
2,8/1/2022,6:09 PM,4618,213,2,55,34,11,FALSE,0,FALSE,FALSE,
2,8/1/2022,8:17 AM,4619,216,2,5,17,22,FALSE,0,FALSE,FALSE,
2,8/1/2022,11:02 AM,2610,212,3,41,54,57,TRUE,0,FALSE,FALSE,
2,8/1/2022,10:27 AM,4621,210,3,7,40,36,FALSE,0,FALSE,TRUE,0
2,8/1/2022,2:48 PM,2606,210,4,25,1,19,FALSE,0,FALSE,TRUE,2
2,8/1/2022,7:39 AM,2608,216,4,32,58,33,TRUE,0,FALSE,FALSE,
2,8/1/2022,6:33 PM,2612,212,4,9,8,24,TRUE,0,FALSE,FALSE,
2,8/1/2022,12:36 PM,2605,214,5,50,15,22,TRUE,0,FALSE,FALSE,
2,8/1/2022,5:31 PM,2607,210,7,35,55,44,FALSE,0,FALSE,FALSE,
2,8/1/2022,5:46 PM,4613,212,7,11,14,37,FALSE,0,FALSE,FALSE,
2,8/1/2022,10:14 AM,4614,214,7,38,9,47,FALSE,0,FALSE,TRUE,0
2,8/1/2022,2:23 PM,4158,212,7,42,2,19,FALSE,0,FALSE,TRUE,0
2,8/1/2022,9:36 AM,2611,213,8,2,0,40,TRUE,0,FALSE,FALSE,
2,8/8/2022,2:30 PM,2655,212,2,32,52,35,FALSE,0,FALSE,FALSE,
2,8/8/2022,2:54 PM,2157,211,2,18,42,8,FALSE,0,FALSE,TRUE,4
2,8/8/2022,8:58 AM,4663,210,3,37,26,13,FALSE,0,FALSE,TRUE,0
2,8/8/2022,2:51 PM,2653,211,4,52,59,42,TRUE,0,FALSE,FALSE,
2,8/8/2022,12:55 PM,4660,213,4,20,45,18,FALSE,0,FALSE,FALSE,
2,8/8/2022,12:58 PM,2654,211,6,14,56,52,TRUE,0,FALSE,FALSE,
2,8/8/2022,12:46 PM,2652,216,7,30,58,22,TRUE,0,FALSE,FALSE,
2,8/8/2022,10:26 AM,4661,216,7,22,32,18,FALSE,0,FALSE,FALSE,
2,8/8/2022,12:45 PM,4662,216,7,10,29,35,FALSE,0,FALSE,FALSE,
2,8/15/2022,2:28 PM,2692,212,2,54,59,56,FALSE,0,FALSE,TRUE,5
2,8/15/2022,11:49 AM,2693,211,3,21,0,42,TRUE,0,FALSE,FALSE,
2,8/15/2022,5:47 PM,4700,214,3,23,37,39,FALSE,0,FALSE,TRUE,0
2,8/15/2022,1:00 PM,4703,211,3,40,49,9,FALSE,0,FALSE,FALSE,
2,8/15/2022,3:43 PM,4165,212,3,43,33,9,FALSE,0,FALSE,FALSE,
2,8/15/2022,1:52 PM,2694,216,4,55,36,41,TRUE,0,FALSE,FALSE,
2,8/15/2022,8:05 AM,2695,210,5,3,22,26,FALSE,0,FALSE,FALSE,
2,8/15/2022,6:00 PM,4701,211,5,15,24,38,FALSE,0,FALSE,FALSE,
2,8/15/2022,1:45 PM,4705,212,5,13,28,11,FALSE,0,FALSE,TRUE,0
2,8/15/2022,3:47 PM,2696,211,7,21,31,16,TRUE,0,FALSE,FALSE,
2,8/15/2022,10:35 AM,4702,212,8,37,22,43,FALSE,0,FALSE,TRUE,0
2,8/15/2022,8:50 AM,4704,214,8,35,23,31,FALSE,0,FALSE,FALSE,
2,8/15/2022,1:31 PM,2697,213,9,32,1,14,FALSE,0,FALSE,TRUE,4
2,8/22/2022,8:26 AM,2749,212,1,57,23,47,FALSE,0,FALSE,FALSE,
2,8/22/2022,1:26 PM,4756,212,6,29,53,19,FALSE,0,FALSE,FALSE,
2,8/22/2022,4:26 PM,4758,212,1,5,50,37,FALSE,0,FALSE,FALSE,
2,8/22/2022,5:44 PM,4759,216,1,12,35,54,FALSE,0,FALSE,TRUE,0
2,8/22/2022,10:16 AM,4753,212,2,38,18,37,FALSE,0,FALSE,FALSE,
2,8/22/2022,5:49 PM,2745,213,3,19,13,3,FALSE,0,FALSE,TRUE,1
2,8/22/2022,7:20 AM,2746,214,3,39,8,9,TRUE,0,FALSE,FALSE,
2,8/22/2022,12:04 PM,2748,212,3,15,56,57,TRUE,0,FALSE,FALSE,
2,8/22/2022,8:21 AM,4751,214,3,36,43,18,TRUE,0,FALSE,FALSE,
2,8/22/2022,4:40 PM,4755,211,3,19,34,15,FALSE,0,FALSE,FALSE,
2,8/22/2022,6:40 PM,2743,216,4,29,58,52,FALSE,0,FALSE,TRUE,4
2,8/22/2022,7:24 AM,2747,216,4,52,12,17,TRUE,0,FALSE,FALSE,
2,8/22/2022,6:15 PM,2751,214,4,51,36,2,TRUE,0,FALSE,FALSE,
2,8/22/2022,7:45 AM,4752,211,4,4,39,9,FALSE,0,FALSE,TRUE,0
2,8/22/2022,1:44 PM,2744,211,6,32,24,40,FALSE,0,FALSE,FALSE,
2,8/22/2022,8:13 AM,4757,216,6,24,24,14,FALSE,0,FALSE,FALSE,
2,8/22/2022,7:20 AM,2750,211,7,42,54,55,FALSE,0,FALSE,TRUE,1
2,8/22/2022,5:41 PM,4754,211,8,6,22,1,FALSE,0,FALSE,TRUE,0
2,8/22/2022,8:54 AM,2164,210,8,23,54,24,TRUE,0,FALSE,FALSE,
2,8/29/2022,9:37 AM,2796,212,1,54,14,37,TRUE,0,FALSE,FALSE,
2,8/29/2022,12:28 PM,4804,213,1,6,0,0,FALSE,1,TRUE,FALSE,
2,8/29/2022,3:31 PM,4810,212,1,18,44,51,FALSE,0,FALSE,FALSE,
2,8/29/2022,11:23 AM,4811,214,1,10,19,42,FALSE,0,FALSE,TRUE,0
2,8/29/2022,12:56 PM,2801,212,2,15,52,37,TRUE,0,FALSE,FALSE,
2,8/29/2022,3:20 PM,2803,212,2,9,38,26,FALSE,0,FALSE,FALSE,
2,8/29/2022,8:16 AM,4812,214,2,44,10,6,FALSE,0,FALSE,FALSE,
2,8/29/2022,4:13 PM,2797,212,3,35,32,31,TRUE,0,FALSE,FALSE,
2,8/29/2022,7:38 AM,4806,214,3,32,28,22,FALSE,0,FALSE,TRUE,0
2,8/29/2022,2:36 PM,4809,216,3,33,11,35,FALSE,0,FALSE,TRUE,0
2,8/29/2022,7:34 AM,2804,213,4,51,53,59,FALSE,0,FALSE,TRUE,3
2,8/29/2022,4:24 PM,2805,213,4,43,1,4,TRUE,0,FALSE,FALSE,
2,8/29/2022,11:10 AM,4805,214,4,2,57,27,FALSE,0,FALSE,FALSE,
2,8/29/2022,4:07 PM,4169,211,4,15,25,14,FALSE,0,FALSE,FALSE,
2,8/29/2022,3:04 PM,2798,212,5,42,1,2,FALSE,0,FALSE,TRUE,3
2,8/29/2022,3:08 PM,4808,212,5,48,37,9,FALSE,0,FALSE,TRUE,0
2,8/29/2022,7:09 AM,2799,216,6,55,21,36,FALSE,0,FALSE,FALSE,
2,8/29/2022,8:58 AM,2800,211,7,35,38,24,FALSE,0,FALSE,TRUE,3
2,8/29/2022,10:20 AM,4813,216,7,51,3,5,FALSE,0,FALSE,FALSE,
2,8/29/2022,3:39 PM,2802,213,8,33,20,47,TRUE,0,FALSE,FALSE,
2,8/29/2022,8:03 AM,4807,212,8,45,22,23,FALSE,0,FALSE,FALSE,
2,9/5/2022,3:33 PM,4865,210,3,29,1,6,FALSE,0,FALSE,FALSE,
2,9/5/2022,4:57 PM,4867,212,3,57,1,15,FALSE,0,FALSE,TRUE,0
2,9/5/2022,3:50 PM,4866,213,4,31,32,18,FALSE,0,FALSE,FALSE,
2,9/5/2022,9:33 AM,4176,213,4,32,39,38,FALSE,0,FALSE,FALSE,
2,9/5/2022,3:54 PM,2857,216,5,52,4,54,TRUE,0,FALSE,FALSE,
2,9/5/2022,9:08 AM,2858,216,7,28,42,59,TRUE,0,FALSE,FALSE,
2,9/5/2022,4:47 PM,2859,213,9,43,26,13,TRUE,0,FALSE,FALSE,
2,9/12/2022,5:00 PM,2894,211,1,8,36,31,TRUE,0,FALSE,FALSE,
2,9/12/2022,6:15 PM,4897,216,1,31,13,59,FALSE,0,FALSE,FALSE,
2,9/12/2022,12:25 PM,4899,213,1,28,16,28,FALSE,0,FALSE,FALSE,
2,9/12/2022,9:47 AM,4900,214,2,31,22,47,FALSE,0,FALSE,TRUE,0
2,9/12/2022,11:27 AM,4902,216,2,47,20,42,FALSE,0,FALSE,FALSE,
2,9/12/2022,1:40 PM,4906,213,2,50,33,43,FALSE,0,FALSE,FALSE,
2,9/12/2022,12:03 PM,2889,214,3,10,55,58,FALSE,0,FALSE,TRUE,3
2,9/12/2022,8:04 AM,2895,213,3,45,22,5,FALSE,0,FALSE,TRUE,3
2,9/12/2022,3:48 PM,4901,210,3,20,57,30,FALSE,0,FALSE,TRUE,0
2,9/12/2022,10:08 AM,2892,211,4,1,42,19,TRUE,0,FALSE,FALSE,
2,9/12/2022,3:43 PM,4898,213,4,16,35,40,FALSE,0,FALSE,TRUE,0
2,9/12/2022,1:51 PM,2890,210,5,49,33,46,FALSE,0,FALSE,TRUE,1
2,9/12/2022,3:57 PM,2896,216,5,24,12,10,FALSE,0,FALSE,TRUE,1
2,9/12/2022,11:08 AM,4905,216,5,27,12,46,FALSE,0,FALSE,FALSE,
2,9/12/2022,10:27 AM,2897,210,6,3,15,34,TRUE,0,FALSE,FALSE,
2,9/12/2022,11:22 AM,2898,213,6,3,39,50,FALSE,0,FALSE,FALSE,
2,9/12/2022,7:30 AM,2891,210,7,55,40,13,TRUE,0,FALSE,FALSE,
2,9/12/2022,1:04 PM,2893,210,7,34,51,5,TRUE,0,FALSE,FALSE,
2,9/12/2022,4:24 PM,4903,214,7,3,13,4,FALSE,0,FALSE,FALSE,
2,9/12/2022,7:11 AM,4904,210,8,44,46,16,FALSE,0,FALSE,TRUE,0
2,9/12/2022,10:04 AM,2175,212,8,7,19,29,TRUE,0,FALSE,FALSE,
2,9/19/2022,10:11 AM,2936,213,2,43,59,26,FALSE,0,FALSE,FALSE,
2,9/19/2022,6:58 PM,4943,216,2,51,10,44,FALSE,0,FALSE,TRUE,0
2,9/19/2022,1:50 PM,2935,213,4,28,14,7,TRUE,0,FALSE,FALSE,
2,9/19/2022,6:43 PM,4184,211,4,17,35,14,FALSE,0,FALSE,FALSE,
2,9/19/2022,2:14 PM,4944,214,7,26,51,43,FALSE,0,FALSE,TRUE,0
2,9/26/2022,10:57 AM,4981,214,2,19,27,30,FALSE,0,FALSE,FALSE,
2,9/26/2022,3:16 PM,2973,213,6,3,4,24,TRUE,0,FALSE,FALSE,
2,9/26/2022,7:25 AM,4983,216,3,42,2,6,FALSE,0,FALSE,FALSE,
2,9/26/2022,10:14 AM,2183,210,3,17,28,18,TRUE,0,FALSE,FALSE,
2,9/26/2022,7:26 AM,2974,210,4,48,20,21,FALSE,0,FALSE,FALSE,
2,9/26/2022,9:35 AM,2975,214,5,25,24,42,TRUE,0,FALSE,FALSE,
2,9/26/2022,8:53 AM,4982,210,7,48,47,37,FALSE,0,FALSE,FALSE,
2,9/26/2022,11:15 AM,2976,214,8,17,31,21,TRUE,0,FALSE,FALSE,
2,9/26/2022,12:40 PM,4984,216,8,57,54,14,FALSE,0,FALSE,TRUE,0
3,1/4/2022,7:16 AM,3009,216,0,43,25,52,FALSE,0,FALSE,FALSE,
3,1/4/2022,1:37 PM,995,212,1,14,0,0,FALSE,1,TRUE,FALSE,
3,1/4/2022,10:56 AM,1003,214,1,21,41,5,FALSE,0,FALSE,FALSE,
3,1/4/2022,6:06 PM,3008,220,1,9,49,8,TRUE,0,FALSE,FALSE,
3,1/4/2022,7:20 AM,3010,218,2,34,51,51,FALSE,0,FALSE,FALSE,
3,1/4/2022,11:50 AM,998,213,3,24,11,56,FALSE,0,FALSE,TRUE,5
3,1/4/2022,10:53 AM,1002,214,3,30,17,32,FALSE,0,FALSE,FALSE,
3,1/4/2022,4:06 PM,1007,212,3,41,15,8,TRUE,0,FALSE,FALSE,
3,1/4/2022,7:42 AM,3006,224,3,0,47,3,FALSE,0,FALSE,FALSE,
3,1/4/2022,9:08 AM,3014,224,3,37,13,49,FALSE,0,FALSE,TRUE,5
3,1/4/2022,3:17 PM,3015,221,3,13,4,6,FALSE,0,FALSE,TRUE,2
3,1/4/2022,7:25 AM,3016,213,3,45,3,26,FALSE,0,FALSE,TRUE,1
3,1/4/2022,5:42 PM,3017,210,3,9,20,6,FALSE,0,FALSE,FALSE,
3,1/4/2022,11:52 AM,3018,221,3,28,26,31,FALSE,0,FALSE,TRUE,1
3,1/4/2022,11:21 AM,996,210,4,27,4,33,FALSE,0,FALSE,TRUE,4
3,1/4/2022,1:46 PM,999,216,4,14,53,31,FALSE,0,FALSE,FALSE,
3,1/4/2022,9:01 AM,1001,212,4,21,15,54,FALSE,0,FALSE,FALSE,
3,1/4/2022,11:33 AM,1004,212,4,4,39,57,FALSE,0,FALSE,FALSE,
3,1/4/2022,3:14 PM,997,211,5,12,35,46,FALSE,0,FALSE,TRUE,4
3,1/4/2022,5:38 PM,1000,210,3,52,29,19,TRUE,0,FALSE,FALSE,
3,1/4/2022,7:11 AM,1005,210,5,1,0,0,FALSE,1,TRUE,FALSE,
3,1/4/2022,5:52 PM,1006,213,5,5,37,46,FALSE,0,FALSE,TRUE,1
3,1/4/2022,3:11 PM,3013,210,3,25,11,58,FALSE,0,FALSE,FALSE,
3,1/4/2022,12:33 PM,3007,208,6,57,0,0,FALSE,1,TRUE,FALSE,
3,1/4/2022,4:12 PM,4189,213,6,54,51,15,FALSE,0,FALSE,FALSE,
3,1/4/2022,10:53 AM,3011,210,7,56,20,14,FALSE,0,FALSE,FALSE,
3,1/4/2022,2:47 PM,3012,214,7,6,31,29,FALSE,0,FALSE,FALSE,
3,1/11/2022,11:15 AM,3565,211,0,38,34,9,FALSE,0,FALSE,FALSE,
3,1/11/2022,5:18 PM,1062,214,1,45,0,13,FALSE,0,FALSE,TRUE,4
3,1/11/2022,3:20 PM,1068,213,1,57,0,0,FALSE,1,TRUE,FALSE,
3,1/11/2022,11:22 AM,4193,214,1,35,31,12,FALSE,0,FALSE,FALSE,
3,1/11/2022,6:45 PM,1061,211,2,43,32,14,FALSE,0,FALSE,TRUE,5
3,1/11/2022,8:29 AM,3079,212,2,27,38,21,FALSE,0,FALSE,TRUE,0
3,1/11/2022,4:12 PM,1063,214,3,21,35,23,FALSE,0,FALSE,TRUE,4
3,1/11/2022,7:31 AM,1065,212,3,25,51,20,FALSE,0,FALSE,TRUE,1
3,1/11/2022,6:00 PM,1070,214,3,57,20,17,FALSE,0,FALSE,FALSE,
3,1/11/2022,3:11 PM,3072,216,3,44,28,47,FALSE,0,FALSE,FALSE,
3,1/11/2022,9:05 AM,3080,213,3,36,39,32,TRUE,0,FALSE,FALSE,
3,1/11/2022,12:48 PM,1060,212,4,50,25,26,FALSE,0,FALSE,FALSE,
3,1/11/2022,8:37 AM,1069,216,4,30,13,24,FALSE,0,FALSE,FALSE,
3,1/11/2022,6:08 PM,3071,214,4,58,47,17,FALSE,0,FALSE,TRUE,0
3,1/11/2022,1:10 PM,3076,216,4,12,39,8,FALSE,0,FALSE,FALSE,
3,1/11/2022,7:39 AM,3078,210,4,27,7,43,FALSE,0,FALSE,FALSE,
3,1/11/2022,11:10 AM,3075,212,5,6,58,12,FALSE,0,FALSE,FALSE,
3,1/11/2022,9:37 AM,1067,211,6,1,4,11,FALSE,0,FALSE,FALSE,
3,1/11/2022,7:48 AM,3074,212,6,24,34,28,FALSE,0,FALSE,TRUE,0
3,1/11/2022,10:38 AM,1064,216,7,37,10,40,FALSE,0,FALSE,FALSE,
3,1/11/2022,4:23 PM,1066,211,7,3,39,44,FALSE,0,FALSE,FALSE,
3,1/11/2022,7:17 AM,3077,211,3,6,55,44,FALSE,0,FALSE,FALSE,
3,1/11/2022,4:40 PM,3073,210,8,45,19,35,FALSE,0,FALSE,FALSE,
3,1/11/2022,11:55 AM,3081,212,8,21,37,27,FALSE,0,FALSE,FALSE,
3,1/18/2022,2:14 PM,1121,216,1,55,0,0,FALSE,1,TRUE,FALSE,
3,1/18/2022,8:53 AM,3134,213,1,36,46,52,FALSE,0,FALSE,TRUE,0
3,1/18/2022,5:41 PM,1123,210,2,35,54,44,FALSE,0,FALSE,TRUE,2
3,1/18/2022,9:57 AM,1127,216,2,17,46,16,FALSE,0,FALSE,FALSE,
3,1/18/2022,12:47 PM,3572,213,2,31,2,2,FALSE,0,FALSE,TRUE,0
3,1/18/2022,5:07 PM,1120,214,3,3,57,16,FALSE,0,FALSE,TRUE,3
3,1/18/2022,6:09 PM,1122,214,3,43,16,55,FALSE,0,FALSE,TRUE,1
3,1/18/2022,9:27 AM,1126,212,3,37,57,53,FALSE,0,FALSE,TRUE,5
3,1/18/2022,2:30 PM,1125,212,4,12,12,22,FALSE,0,FALSE,TRUE,4
3,1/18/2022,9:00 AM,3132,211,4,29,6,33,FALSE,0,FALSE,TRUE,0
3,1/18/2022,8:14 AM,3137,212,4,55,6,27,FALSE,0,FALSE,FALSE,
3,1/18/2022,7:43 AM,3138,212,5,37,40,18,FALSE,0,FALSE,FALSE,
3,1/18/2022,2:48 PM,3133,210,6,58,20,2,FALSE,0,FALSE,FALSE,
3,1/18/2022,10:26 AM,3135,213,6,13,20,22,FALSE,0,FALSE,TRUE,0
3,1/18/2022,3:20 PM,1124,214,8,26,25,21,FALSE,0,FALSE,FALSE,
3,1/18/2022,3:58 PM,3131,211,8,50,22,16,FALSE,0,FALSE,TRUE,0
3,1/18/2022,1:32 PM,3136,212,8,54,12,34,FALSE,0,FALSE,TRUE,0
3,1/18/2022,4:28 PM,2192,214,8,35,25,0,FALSE,0,FALSE,FALSE,
3,1/25/2022,12:03 PM,1568,216,1,53,23,2,FALSE,0,FALSE,FALSE,
3,1/25/2022,6:54 PM,3194,210,2,40,32,23,FALSE,0,FALSE,TRUE,0
3,1/25/2022,10:35 AM,1181,216,3,1,2,55,FALSE,0,FALSE,TRUE,4
3,1/25/2022,5:25 PM,1184,216,3,14,49,46,FALSE,0,FALSE,TRUE,4
3,1/25/2022,2:36 PM,3192,212,3,47,55,31,FALSE,0,FALSE,FALSE,
3,1/25/2022,7:42 AM,3193,210,3,51,59,18,FALSE,0,FALSE,TRUE,0
3,1/25/2022,2:01 PM,3196,213,3,7,53,19,FALSE,0,FALSE,FALSE,
3,1/25/2022,6:54 PM,4195,216,3,33,14,55,FALSE,0,FALSE,TRUE,0
3,1/25/2022,2:24 PM,1183,213,4,36,33,43,FALSE,0,FALSE,FALSE,
3,1/25/2022,11:42 AM,3195,211,4,37,6,49,FALSE,0,FALSE,FALSE,
3,1/25/2022,5:27 PM,1185,212,5,28,4,26,FALSE,0,FALSE,FALSE,
3,1/25/2022,3:08 PM,1182,214,7,32,35,52,FALSE,0,FALSE,FALSE,
3,2/1/2022,11:52 AM,1239,212,1,46,0,0,FALSE,1,TRUE,FALSE,
3,2/1/2022,8:24 AM,3245,214,1,59,21,7,FALSE,0,FALSE,FALSE,
3,2/1/2022,10:43 AM,3578,212,1,54,59,24,TRUE,0,FALSE,FALSE,
3,2/1/2022,7:28 AM,1236,210,2,14,7,24,FALSE,0,FALSE,FALSE,
3,2/1/2022,1:42 PM,1241,214,2,5,15,37,FALSE,0,FALSE,FALSE,
3,2/1/2022,12:54 PM,3243,216,2,36,39,26,FALSE,0,FALSE,TRUE,0
3,2/1/2022,1:48 PM,1235,214,3,35,15,49,FALSE,0,FALSE,TRUE,3
3,2/1/2022,10:19 AM,1238,212,3,8,13,30,FALSE,0,FALSE,TRUE,1
3,2/1/2022,11:44 AM,1240,210,3,59,4,53,FALSE,0,FALSE,TRUE,2
3,2/1/2022,12:58 PM,3248,213,3,30,7,49,FALSE,0,FALSE,TRUE,0
3,2/1/2022,11:31 AM,3249,211,3,39,28,26,FALSE,0,FALSE,FALSE,
3,2/1/2022,7:47 AM,3252,214,3,20,30,4,FALSE,0,FALSE,TRUE,0
3,2/1/2022,2:37 PM,1232,212,4,52,2,28,FALSE,0,FALSE,FALSE,
3,2/1/2022,11:23 AM,1234,210,4,49,0,0,FALSE,1,TRUE,FALSE,
3,2/1/2022,7:46 AM,1237,211,4,22,42,23,FALSE,0,FALSE,FALSE,
3,2/1/2022,3:24 PM,3244,214,4,13,33,29,FALSE,0,FALSE,FALSE,
3,2/1/2022,5:07 PM,4202,212,4,2,25,10,FALSE,0,FALSE,TRUE,0
3,2/1/2022,6:17 PM,3247,216,5,43,20,7,FALSE,0,FALSE,TRUE,0
3,2/1/2022,3:53 PM,3246,216,6,31,59,49,FALSE,0,FALSE,FALSE,
3,2/1/2022,8:08 AM,3250,210,6,36,43,9,FALSE,0,FALSE,TRUE,0
3,2/1/2022,2:41 PM,1233,212,3,17,24,8,FALSE,0,FALSE,TRUE,1
3,2/1/2022,11:19 AM,3251,213,8,50,1,12,FALSE,0,FALSE,TRUE,0
3,2/8/2022,9:17 AM,1298,212,1,42,16,56,FALSE,0,FALSE,FALSE,
3,2/8/2022,11:01 AM,1574,212,1,37,44,25,FALSE,0,FALSE,FALSE,
3,2/8/2022,2:24 PM,4067,214,1,3,23,13,FALSE,0,FALSE,TRUE,0
3,2/8/2022,7:07 AM,1297,213,3,35,30,46,FALSE,0,FALSE,TRUE,4
3,2/8/2022,7:46 AM,1301,212,3,44,12,2,FALSE,0,FALSE,FALSE,
3,2/8/2022,3:15 PM,3311,212,3,43,52,37,FALSE,0,FALSE,FALSE,
3,2/8/2022,11:40 AM,3313,214,3,27,36,59,FALSE,0,FALSE,TRUE,0
3,2/8/2022,7:48 AM,3314,213,3,5,9,45,FALSE,0,FALSE,TRUE,0
3,2/8/2022,7:38 AM,2201,212,3,51,46,7,TRUE,0,FALSE,FALSE,
3,2/8/2022,2:36 PM,1302,214,4,2,47,32,FALSE,0,FALSE,TRUE,5
3,2/8/2022,4:08 PM,1299,212,5,48,48,21,FALSE,0,FALSE,TRUE,4
3,2/8/2022,5:25 PM,3310,214,5,47,30,46,FALSE,0,FALSE,TRUE,0
3,2/8/2022,2:03 PM,1300,213,6,1,17,57,FALSE,0,FALSE,TRUE,1
3,2/8/2022,7:21 AM,1303,211,8,51,41,54,FALSE,0,FALSE,TRUE,5
3,2/8/2022,6:39 PM,3308,211,8,47,52,9,FALSE,0,FALSE,FALSE,
3,2/8/2022,4:00 PM,3309,212,8,3,58,9,FALSE,0,FALSE,TRUE,0
3,2/8/2022,3:06 PM,3312,210,8,48,1,3,FALSE,0,FALSE,FALSE,
3,2/15/2022,10:31 AM,3364,212,1,18,15,58,FALSE,0,FALSE,TRUE,0
3,2/15/2022,3:17 PM,4210,213,1,23,3,26,FALSE,0,FALSE,FALSE,
3,2/15/2022,5:15 PM,3374,212,2,28,59,24,FALSE,0,FALSE,FALSE,
3,2/15/2022,12:47 PM,1358,210,3,5,5,50,FALSE,0,FALSE,FALSE,
3,2/15/2022,7:23 AM,1360,212,3,9,26,30,FALSE,0,FALSE,TRUE,4
3,2/15/2022,6:49 PM,1361,211,3,15,0,0,FALSE,1,TRUE,FALSE,
3,2/15/2022,1:05 PM,1362,213,3,36,16,30,FALSE,0,FALSE,FALSE,
3,2/15/2022,7:01 AM,1363,211,3,4,28,57,FALSE,0,FALSE,TRUE,2
3,2/15/2022,5:57 PM,3365,211,3,24,25,52,FALSE,0,FALSE,FALSE,
3,2/15/2022,9:23 AM,3373,213,3,34,13,7,FALSE,0,FALSE,TRUE,0
3,2/15/2022,12:41 PM,4074,214,3,42,47,37,FALSE,0,FALSE,FALSE,
3,2/15/2022,7:04 AM,1353,216,4,52,34,28,FALSE,0,FALSE,FALSE,
3,2/15/2022,6:49 PM,1359,214,4,33,8,40,FALSE,0,FALSE,FALSE,
3,2/15/2022,9:43 AM,3370,211,4,6,47,27,FALSE,0,FALSE,FALSE,
3,2/15/2022,9:57 AM,1581,213,4,6,47,7,FALSE,0,FALSE,TRUE,1
3,2/15/2022,2:08 PM,3366,212,5,29,7,14,FALSE,0,FALSE,FALSE,
3,2/15/2022,5:06 PM,3372,211,5,13,39,8,FALSE,0,FALSE,TRUE,0
3,2/15/2022,8:29 AM,1354,213,6,7,19,42,FALSE,0,FALSE,TRUE,4
3,2/15/2022,11:39 AM,1355,214,3,38,6,48,FALSE,0,FALSE,FALSE,
3,2/15/2022,2:21 PM,1357,214,6,38,35,3,FALSE,0,FALSE,FALSE,
3,2/15/2022,11:19 AM,3367,210,6,25,42,22,FALSE,0,FALSE,TRUE,0
3,2/15/2022,5:13 PM,3368,210,6,46,50,57,FALSE,0,FALSE,TRUE,0
3,2/15/2022,6:08 PM,3363,213,7,10,50,43,FALSE,0,FALSE,FALSE,
3,2/15/2022,8:35 AM,1352,210,8,9,47,58,FALSE,0,FALSE,TRUE,2
3,2/15/2022,12:31 PM,1356,214,8,1,29,58,FALSE,0,FALSE,TRUE,5
3,2/15/2022,1:37 PM,3369,211,8,22,51,7,FALSE,0,FALSE,FALSE,
3,2/15/2022,8:07 AM,3371,214,9,27,11,2,FALSE,0,FALSE,TRUE,0
3,2/22/2022,4:17 PM,3427,211,2,32,8,2,FALSE,0,FALSE,TRUE,0
3,2/22/2022,9:53 AM,1415,216,3,1,31,22,FALSE,0,FALSE,TRUE,3
3,2/22/2022,3:48 PM,1416,210,3,13,1,52,FALSE,0,FALSE,FALSE,
3,2/22/2022,11:01 AM,3422,211,3,29,47,24,FALSE,0,FALSE,FALSE,
3,2/22/2022,2:49 PM,3423,214,3,58,50,36,FALSE,0,FALSE,FALSE,
3,2/22/2022,4:26 PM,3426,214,3,35,39,30,FALSE,0,FALSE,FALSE,
3,2/22/2022,9:27 AM,3589,212,3,6,3,10,FALSE,0,FALSE,FALSE,
3,2/22/2022,6:22 PM,1411,213,4,50,3,57,FALSE,0,FALSE,FALSE,
3,2/22/2022,6:13 PM,1413,214,4,52,28,42,FALSE,0,FALSE,FALSE,
3,2/22/2022,8:46 AM,1414,210,4,29,23,42,FALSE,0,FALSE,FALSE,
3,2/22/2022,6:53 PM,1417,211,4,22,9,56,FALSE,0,FALSE,FALSE,
3,2/22/2022,9:43 AM,3428,210,4,39,9,58,FALSE,0,FALSE,FALSE,
3,2/22/2022,3:01 PM,1412,211,6,48,16,5,FALSE,0,FALSE,TRUE,4
3,2/22/2022,5:08 PM,3424,213,7,1,4,52,FALSE,0,FALSE,TRUE,0
3,2/22/2022,5:27 PM,3425,212,7,15,15,19,TRUE,0,FALSE,FALSE,
3,2/22/2022,6:18 PM,4213,212,3,4,57,2,FALSE,0,FALSE,FALSE,
3,2/22/2022,9:32 AM,2073,210,8,58,29,19,FALSE,0,FALSE,FALSE,
3,3/1/2022,10:47 AM,1474,213,1,19,35,54,FALSE,0,FALSE,TRUE,4
3,3/1/2022,7:52 AM,3480,211,2,34,3,42,FALSE,0,FALSE,TRUE,0
3,3/1/2022,1:40 PM,2212,213,2,47,40,53,FALSE,0,FALSE,TRUE,4
